"Prov","Comu","Dist","Scuola","CodScuola","CodSezAss1","Indirizzo","SezioneAssociata","CodSezAss2","Con"
"ROMA","ZAGAROLO","036","RMIS077005  IST. D'ISTRUZ. SUPERIORE  PAOLO BORSELLINO E GIOVANNI FALCONE","RMIS077005","","ZAGAROLO - VIA COLLE DEI FRATI 5/5A","","","CON SEZIONI ASSOCIATE"
"ROMA","FRASCATI","037","RMPC29000G  L. CLASSICO MARCO TULLIO CICERONE","RMPC29000G","","VIA FONTANA VECCHIA 2","","",""
"ROMA","FRASCATI","037","RMTD19000N  I. T. COMM. E GEOM. MICHELANGELO BUONARROTI","RMTD19000N","","VIA ANGELO CELLI 1","","",""
"ROMA","FRASCATI","037","RMTF180009  I. T. INDUSTRIALE ENRICO FERMI","RMTF180009","","VIA CESARE MINARDI 14","","",""
"ROMA","FRASCATI","037","RMTF18050P  I. T. INDUSTRIALE ENRICO FERMI SERALE (CORSO SERALE)","RMTF18050P","","VIA CESARE MINARDI 14","","",""
"ROMA","FRASCATI","037","RMRC03000T  I. P. S. COMM. E TURIS. M. PANTALEONI","RMRC03000T","","VIA B. POSTORINO 27","","",""
"ROMA","GROTTAFERRATA","037","RMPS31000P  L. SCIENTIFICO BRUNO TOUSCHEK","RMPS31000P","","VIA KENNEDY","","",""
"ROMA","COLLEFERRO","038","RMPS024013  L. SCIENTIFICO LICEO SCIENTIFICO GUGLIELMO MARCONI (SEZ. ASSOC. )","RMPS024013","","VIA DELLE SCIENZE E DELLA TECNICA S. N. C.","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS02400L","RMIS02400L",""
"ROMA","COLLEFERRO","038","RMTF15050V  I. T. INDUSTRIALE S. CANNIZZARO SERALE (CORSO SERALE)","RMTF15050V","","VIA CONSOLARE LATINA 261","","",""
"ROMA","COLLEFERRO","038","RMTF15000D  I. T. INDUSTRIALE STANISLAO CANNIZZARO COLLEFERRO","RMTF15000D","","VIA CONSOLARE LATINA 263","","",""
"ROMA","COLLEFERRO","038","RMRI09901N  I. P. I. ARTIGIANATO P. PARODI DELFINO (SEZ. ASSOC. )","RMRI09901N","","VIA PALIANESE KM 1. 200","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS099002","RMIS099002",""
"ROMA","COLLEFERRO","038","RMIS02400L  IST. D'ISTRUZ. SUPERIORE  ISTRUZIONE SUPERIORE VIA DELLE SCIENZE","RMIS02400L","","COLLEFERRO - VIA DELLE SCIENZE E DELLA TECNICA S. N. C.","","","CON SEZIONI ASSOCIATE"
"ROMA","SEGNI","038","RMPC02401X  L. CLASSICO LICEO CLASSICO DI SEGNI (SEZ. ASSOC. )","RMPC02401X","","VIA DI SCROCCAROCCO 20","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS02400L","RMIS02400L",""
"ROMA","SEGNI","038","RMTD09951N  I. T. COMMERCIALE P. L. NERVI SERALE (CORSO SERALE)","RMTD09951N","","VIA SCROCCAROCCO 20","","",""
"ROMA","SEGNI","038","RMTD099018  I. T. COMM. E GEOM. PIER LUIGI NERVI (SEGNI) (SEZ. ASSOC. )","RMTD099018","","VIA SCROCCAROCCO 20","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS099002","RMIS099002",""
"ROMA","SEGNI","038","RMIS099002  IST. D'ISTRUZ. SUPERIORE  VIA SCROCCAROCCO 20","RMIS099002","","VIA SCROCCAROCCO 20","","","CON SEZIONI ASSOCIATE"
"ROMA","VALMONTONE","038","RMTD099029  I. T. COMMERCIALE P. L. NERVI VALMONTONE (SEZ. ASSOC. )","RMTD099029","","VIA GRAMSCI S. N. C.","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS099002","RMIS099002",""
"ROMA","VELLETRI","039","RMPC001017  L. CLASSICO A. MANCINELLI (SEZ. ASSOC. )","RMPC001017","","VIA S. D'ACQUISTO 69","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS00100X","RMIS00100X",""
"ROMA","VELLETRI","039","RMPM00101B  IST. MAGISTRALE DANTE FALCONI (SEZ. ASSOC. )","RMPM00101B","","VIA S. D'ACQUISTO. 69","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS00100X","RMIS00100X",""
"ROMA","VELLETRI","039","RMPS320009  L. SCIENTIFICO LS A. LANDI","RMPS320009","","VIA SALVO DACQUISTO 61","","",""
"ROMA","VELLETRI","039","RMTA047026  I. T. AGRARIO AGRARIO - SEZ. CARCERE (SEDE CARCERARIA)","RMTA047026","","VIA F. PARRI 14","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS047009","RMIS047009",""
"ROMA","VELLETRI","039","RMTA047015  I. T. AGRARIO ISTITUTO TECNICO AGRARIO (SEZ. ASSOC. )","RMTA047015","","VIA FERRUCCIO PARRI 14","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS047009","RMIS047009",""
"ROMA","VELLETRI","039","RMTD052013  I. T. COMMERCIALE CESARE BATTISTI (SEZ. ASSOC. )","RMTD052013","","VIA DEI LAURI 1","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS05200R","RMIS05200R",""
"ROMA","VELLETRI","039","RMTL047012  I. T. GEOMETRI IST. TECNICO PER GEOMETRI (SEZ. ASSOC. )","RMTL047012","","VIA FERRUCCIO PARRI 14","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS047009","RMIS047009",""
"ROMA","VELLETRI","039","RMTF200009  I. T. INDUSTRIALE GIANCARLO VALLAURI","RMTF200009","","VIALE SALVO D'ACQUISTO 43","","",""
"ROMA","VELLETRI","039","RMRC05201Q  I. P. S. COMM. E TURIS. VIA DEI LAURI 1 (SEZ. ASSOC. )","RMRC05201Q","","IALE SALVO D'ACQUISTO 43","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS05200R","RMIS05200R",""
"ROMA","VELLETRI","039","RMRH06000V  IP SERV. ALB. E RIST. UGO TOGNAZZI","RMRH06000V","","VIA SALVO D'ACQUISTO 61","","",""
"ROMA","VELLETRI","039","RMSD047016  ISTITUTO D'ARTE LICEO ARTISTICO E ISA EX JUANA ROMANI (SEZ. ASSOC. )","RMSD047016","","VIA LUIGI NOVELLI 3","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS047009","RMIS047009",""
"ROMA","VELLETRI","039","RMIS00100X  IST. D'ISTRUZ. SUPERIORE   I. I. S. S. DACQUISTO 69","RMIS00100X","","VELLETRI - VIA S. DACQUISTO 69","","","CON SEZIONI ASSOCIATE"
"ROMA","VELLETRI","039","RMIS047009  IST. D'ISTRUZ. SUPERIORE  ANTONIO CEDERNA","RMIS047009","","VELLETRI - VIA FERRUCCIO PARRI 14","","","CON SEZIONI ASSOCIATE"
"ROMA","VELLETRI","039","RMIS05200R  IST. D'ISTRUZ. SUPERIORE  C. BATTISTI","RMIS05200R","","VELLETRI - VIA DEI LAURI 1","","","CON SEZIONI ASSOCIATE"
"ROMA","MARINO","040","RMSD09601B  ISTITUTO D'ARTE P. MERCURI (SEZ. ASSOC. )","RMSD09601B","","CORSO VITTORIA COLONNA 53","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS09600E","RMIS09600E",""
"ROMA","CIAMPINO","040","RMPS29000P  L. SCIENTIFICO VITO VOLTERRA","RMPS29000P","","VIA DELL'ACQUA ACETOSA 8","","",""
"ROMA","CIAMPINO","040","RMTD09602T  I. T. COMM. E GEOM. MICHELE AMARI (SEZ. ASSOC. )","RMTD09602T","","VIA ROMANA 11/13","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS09600E","RMIS09600E",""
"ROMA","CIAMPINO","040","RMSD09602C  ISTITUTO D'ARTE CIAMPINO (SEZ. ASSOC. )","RMSD09602C","","VIA ROMANA 11/13","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS09600E","RMIS09600E",""
"ROMA","CIAMPINO","040","RMIS09600E  IST. D'ISTRUZ. SUPERIORE  VIA ROMANA 11/13","RMIS09600E","","PANTANELLA - VIA ROMANA 11/13","","","CON SEZIONI ASSOCIATE"
"ROMA","POMEZIA","041","RMPC06401A  L. CLASSICO BLAISE PASCAL- INDIRIZZO CLASSICO (SEZ. ASSOC. )","RMPC06401A","","VIA PIETRO NENNI 48","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS064003","RMIS064003",""
"ROMA","POMEZIA","041","RMPS06401D  L. SCIENTIFICO BLAISE PASCAL -INDIRIZZO SCIENTIFICO (SEZ. ASSOC. )","RMPS06401D","","VIA PIETRO NENNI 48","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS064003","RMIS064003",""
"ROMA","POMEZIA","041","RMTD07101C  I. T. COMMERCIALE VIA COPERNICO POMEZIA (SEZ. ASSOC. )","RMTD07101C","","VIA COPERNICO N. 1","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS071006","RMIS071006",""
"ROMA","POMEZIA","041","RMTF088014  I. T. INDUSTRIALE LARGO BRODOLINI (SEZ. ASSOC. )","RMTF088014","","LARGO BRODOLINI S. N. C.","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS08800G","RMIS08800G",""
"ROMA","POMEZIA","041","RMTF07101P  I. T. INDUSTRIALE N. COPERNICO (SEZ. ASSOC. )","RMTF07101P","","VIA COPERNICO 3","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS071006","RMIS071006",""
"ROMA","POMEZIA","041","RMTF071514  I. T. INDUSTRIALE N. COPERNICO SERALE (CORSO SERALE)","RMTF071514","","VIA COPERNICO 3","","",""
"ROMA","POMEZIA","041","RMRI088017  I. P. I. ARTIGIANATO EMILIO CAVAZZA (SEZ. ASSOC. )","RMRI088017","","LARGO BRODOLINI S. N. C.","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS08800G","RMIS08800G",""
"ROMA","POMEZIA","041","RMSD11000B  ISTITUTO D'ARTE POMEZIA","RMSD11000B","","VIA CAVOUR 5 (CON SEZ. ASSOC. IN: ANZIO)","","",""
"ROMA","POMEZIA","041","RMIS064003  IST. D'ISTRUZ. SUPERIORE  BLAISE PASCAL","RMIS064003","","POMEZIA - VIA PIETRO NENNI 48","","","CON SEZIONI ASSOCIATE"
"ROMA","POMEZIA","041","RMIS071006  IST. D'ISTRUZ. SUPERIORE  IS VIA COPERNICO POMEZIA","RMIS071006","","POMEZIA - VIA COPERNICO N. 3","","","CON SEZIONI ASSOCIATE"
"ROMA","POMEZIA","041","RMIS08800G  IST. D'ISTRUZ. SUPERIORE  LARGO BRODOLINI","RMIS08800G","","POMEZIA (RM) - LARGO BRODOLINI S. N. C.","","","CON SEZIONI ASSOCIATE"
"ROMA","ALBANO LAZIALE","042","RMPC26000Q  L. CLASSICO UGO FOSCOLO","RMPC26000Q","","VIA S. FRANCESCO D'ASSISI 34","","",""
"ROMA","ALBANO LAZIALE","042","RMTN086014  I. T. TURISMO VIA DELLA STELLA (SEZ. ASSOC. )","RMTN086014","","VIA DELLA STELLA 7","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS08600X","RMIS08600X",""
"ROMA","ALBANO LAZIALE","042","RMRC08601V  I. P. S. COMM. E TURIS. N. GARRONE (SEZ. ASSOC. )","RMRC08601V","","VIA DELLA STELLA 7","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS08600X","RMIS08600X",""
"ROMA","ALBANO LAZIALE","042","RMIS08600X  IST. D'ISTRUZ. SUPERIORE  VIA DELLA STELLA","RMIS08600X","","VIA DELLA STELLA 7","","","CON SEZIONI ASSOCIATE"
"ROMA","ARICCIA","042","RMPC39000C  L. CLASSICO JAMES JOYCE","RMPC39000C","","VIA A. DE GASPERI 20","","",""
"ROMA","GENZANO DI ROMA","042","RMPS39000G  L. SCIENTIFICO G. VAILATI","RMPS39000G","","VIA A. GRANDI 146","","",""
"ROMA","GENZANO DI ROMA","042","RMTD05301V  I. T. COMMERCIALE SANDRO PERTINI (SEZ. ASSOC. )","RMTD05301V","","VIA NAPOLI 3","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS05300L","RMIS05300L",""
"ROMA","GENZANO DI ROMA","042","RMTF053015  I. T. INDUSTRIALE VIA NAPOLI (SEZ. ASSOC. )","RMTF053015","","VIA NAPOLI 3","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS05300L","RMIS05300L",""
"ROMA","GENZANO DI ROMA","042","RMRI053018  I. P. I. ARTIGIANATO P. ZZA FRASCONI (SEZ. ASSOC. )","RMRI053018","","PIAZZA FRASCONI 1","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS05300L","RMIS05300L",""
"ROMA","GENZANO DI ROMA","042","RMIS05300L  IST. D'ISTRUZ. SUPERIORE  SANDRO PERTINI","RMIS05300L","","GENZANO DI ROMA - VIA NAPOLI 3","","","CON SEZIONI ASSOCIATE"
"ROMA","ANZIO","043","RMPC41000C  L. CLASSICO CHRIS CAPPELL COLLEGE","RMPC41000C","","VIALE ANTIUM 5","","",""
"ROMA","ANZIO","043","RMPS160002  L. SCIENTIFICO INNOCENZO XII (SEZIONE CLASSICA ANNESSA)","RMPS160002","","VIA PEGASO 6","","",""
"ROMA","ANZIO","043","RMRC32000T  I. P. S. COMM. E TURIS. COLONNA-GATTI - ANZIO","RMRC32000T","","VIA FILIBEK2 (CON SEZ. ASSOC. IN: NETTUNO)","","",""
"ROMA","ANZIO","043","RMRC320507  I. P. S. COMM. E TURIS. COLONNA-GATTI SERALE (CORSO SERALE)","RMRC320507","","VIA FILIBEK 2","","",""
"ROMA","ANZIO","043","RMRH030003  IP SERV. ALB. E RIST. M. G. APICIO - ANZIO","RMRH030003","","VIA GRAMSCI110","","",""
"ROMA","ANZIO","043","RMSD11001C  ISTITUTO D'ARTE ANZIO (SEZ. ASSOC. )","RMSD11001C","","VIA TEATRO ROMANO 1","","",""
"ROMA","NETTUNO","043","RMTD48000N  I. T. COMMERCIALE EMANUELA LOI","RMTD48000N","","VIA EMANUELA LOI 6","","",""
"ROMA","NETTUNO","043","RMTD480503  I. T. COMM. E GEOM. EMANUELA LOI SERALE (CORSO SERALE)","RMTD480503","","VIA EMANUELA LOI 6","","",""
"ROMA","NETTUNO","043","RMTF19000X  I. T. INDUSTRIALE LUIGI TRAFELLI","RMTF19000X","","VIA S. BARBARA 53","","",""
"ROMA","NETTUNO","043","RMTF190509  I. T. INDUSTRIALE LUIGI TRAFELLI SERALE (CORSO SERALE)","RMTF190509","","VIA S. BARBARA 53","","",""
"ROMA","NETTUNO","043","RMRC32001V  I. P. S. COMM. E TURIS. V. ORSENIGO1 (SEZ. ASSOC. )","RMRC32001V","","VIA ORSENIGO 1","","",""
"ROMA","ROMA","009","RMPC17000D  L. CLASSICO ALBERTELLI","RMPC17000D","","VIA D. MANIN 72","","",""
"ROMA","ROMA","009","RMPC080007  L. CLASSICO L. G. S ENNIO QUIRINO VISCONTI","RMPC080007","","PIAZZA DEL COLLEGIO ROMANO 4","","",""
"ROMA","ROMA","009","RMPC250005  L. CLASSICO TASSO","RMPC250005","","VIA SICILIA 168","","",""
"ROMA","ROMA","009","RMPC27000A  L. CLASSICO VIRGILIO","RMPC27000A","","VIA GIULIA 38","","",""
"ROMA","ROMA","009","RMPM02601Q  IST. MAGISTRALE LICEO STATALE MACHIAVELLI (EX ORIANI) (SEZ. ASSOC. )","RMPM02601Q","","PIAZZA INDIPENDENZA 7","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS026008","RMIS026008",""
"ROMA","ROMA","009","RMPM180008  IST. MAGISTRALE VITTORIA COLONNA","RMPM180008","","VIA DELL'ARCO DEL MONTE 99","","",""
"ROMA","ROMA","009","RMPS060005  L. SCIENTIFICO CAVOUR","RMPS060005","","VIA DELLE CARINE 1","","",""
"ROMA","ROMA","009","RMPS180007  L. SCIENTIFICO KENNEDY","RMPS180007","","VIA N. FABRIZI 7","","",""
"ROMA","ROMA","009","RMPS17000L  L. SCIENTIFICO NEWTON","RMPS17000L","","V. LE MANZONI 47","","",""
"ROMA","ROMA","009","RMPS27000D  L. SCIENTIFICO PLINIO SENIORE","RMPS27000D","","VIA MONTEBELLO 122","","",""
"ROMA","ROMA","009","RMPS280004  L. SCIENTIFICO RIGHI","RMPS280004","","VIA CAMPANIA 63","","",""
"ROMA","ROMA","009","RMTD09601R  I. T. COMMERCIALE BAMBINO GESU' ROMA SEZ. OSPEDALIERA (SEZ. ASSOC. )","RMTD09601R","","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS09600E","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS09600E","RMIS09600E",""
"ROMA","ROMA","009","RMTD01301C  I. T. COMM. E GEOM. VIA CAVOUR 258 (SEZ. ASSOC. )","RMTD01301C","","IA CAMPANIA 63","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS013006","RMIS013006",""
"ROMA","ROMA","009","RMTD01351T  I. T. COMMERCIALE VIA CAVOUR 258 SERALE (CORSO SERALE)","RMTD01351T","","VIA CAVOUR 258","","",""
"ROMA","ROMA","009","RMTF090003  I. T. INDUSTRIALE G. GALILEI","RMTF090003","","VIA CONTE VERDE51","","",""
"ROMA","ROMA","009","RMTF09050C  I. T. INDUSTRIALE G. GALILEI SERALE (CORSO SERALE)","RMTF09050C","","VIA CONTE VERDE51","","",""
"ROMA","ROMA","009","RMTN010507  I. T. TURISMO C. COLOMBO SERALE (CORSO SERALE)","RMTN010507","","VIA PANISPERNA 255","","",""
"ROMA","ROMA","009","RMTN01000T  I. T. TURISMO CRISTOFORO COLOMBO","RMTN01000T","","VIA PANISPERNA 255","","",""
"ROMA","ROMA","009","RMRC01351E  I. P. S. COMM. E TURIS. I. P. VIA CAVOUR 258 SERALE (CORSO SERALE)","RMRC01351E","","VIA CAVOUR 258","","",""
"ROMA","ROMA","009","RMRC013015  I. P. S. COMM. E TURIS. I. P. VIA CAVOUR 258 (SEZ. ASSOC. )","RMRC013015","","VIA CAVOUR 258","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS013006","RMIS013006",""
"ROMA","ROMA","009","RMRC014022  I. P. S. COMM. E TURIS. VINCENZO GIOBERTI (SEZ. ASSOC. )","RMRC014022","","VIA DELLA PAGLIA 50","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS014002","RMIS014002",""
"ROMA","ROMA","009","RMRF027516  IP PER SERV. SOCIALI IPSS CORSO SERALE (CORSO SERALE)","RMRF027516","","VIA ASMARA N. 28","","",""
"ROMA","ROMA","009","RMRF01401P  IP PER SERV. SOCIALI VINCENZO GIOBERTI (SEZ. ASSOC. )","RMRF01401P","","VIA DELLA PAGLIA50","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS014002","RMIS014002",""
"ROMA","ROMA","009","RMRH014016  IP SERV. ALB. E RIST. VINCENZO GIOBERTI (SEZ. ASSOC. )","RMRH014016","","VIA DEI GENOVESI 30/C","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS014002","RMIS014002",""
"ROMA","ROMA","009","RMRI040005  I. P. I. ARTIGIANATO CATTANEO CARLO","RMRI040005","","LUNGOTEVERE TESTACCIO 32","","",""
"ROMA","ROMA","009","RMRI05000Q  I. P. I. ARTIGIANATO DE AMICIS","RMRI05000Q","","VIA GALVANI 6","","",""
"ROMA","ROMA","009","RMRI050505  I. P. I. ARTIGIANATO DE AMICIS SERALE (CORSO SERALE)","RMRI050505","","VIA L. GALVANI","","",""
"ROMA","ROMA","009","RMSL07000L  L. ARTISTICO LICEO ARTISTICO STATALEVIA DI RIPETTA","RMSL07000L","","VIA DI RIPETTA 218","","",""
"ROMA","ROMA","009","RMSM010007  ACC. DI BELLE ARTI ROMA","RMSM010007","","VIA RIPETTA 222","","",""
"ROMA","ROMA","009","RMIS013006  IST. D'ISTRUZ. SUPERIORE  LEONARDO DA VINCI","RMIS013006","","ROMA - VIA CAVOUR 258","","","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","009","RMIS026008  IST. D'ISTRUZ. SUPERIORE  LICEO STATALE NICCOLO' MACHIAVELLI","RMIS026008","","ROMA - PIAZZA INDIPENDENZA 7","","","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","009","RMIS014002  IST. D'ISTRUZ. SUPERIORE  VINCENZO GIOBERTI","RMIS014002","","ROMA - VIA DELLA PAGLIA 50","","","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","010","RMPC12000C  L. CLASSICO GIULIO CESARE","RMPC12000C","","CORSO TRIESTE 48","","",""
"ROMA","ROMA","010","RMPC03201V  L. CLASSICO LC MAMELI (SEZ. ASSOC. )","RMPC03201V","","VIA P. A. MICHELI 29","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS03200G","RMIS03200G",""
"ROMA","ROMA","010","RMPC420003  L. CLASSICO LUCREZIO CARO","RMPC420003","","VIA VENEZUELA 30","","",""
"ROMA","ROMA","010","RMPM02701G  IST. MAGISTRALE GIOSUE' CARDUCCI (SEZ. ASSOC. )","RMPM02701G","","VIA ASMARA N. 28","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS027004","RMIS027004",""
"ROMA","ROMA","010","RMPQ010009  SCUOLA MAGISTRALE MONTESSORI","RMPQ010009","","VIA LIVENZA 8","","",""
"ROMA","ROMA","010","RMPS030009  L. SCIENTIFICO AVOGADRO","RMPS030009","","VIA BRENTA 26","","",""
"ROMA","ROMA","010","RMPS032012  L. SCIENTIFICO AZZARITA (SEZ. ASSOC. )","RMPS032012","","VIA TOMMASO SALVINI 20","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS03200G","RMIS03200G",""
"ROMA","ROMA","010","RMTD03201T  I. T. COMM. E GEOM. GENOVESI (SEZ. ASSOC. )","RMTD03201T","","VIA SALVINI 24","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS03200G","RMIS03200G",""
"ROMA","ROMA","010","RMTD007015  I. T. COMMERCIALE PANTALEONI (SEZ. ASSOC. )","RMTD007015","","VIA LUISA DI SAVOIA 14","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS00700V","RMIS00700V",""
"ROMA","ROMA","010","RMTD00751E  I. T. COMMERCIALE PANTALEONI SERALE (CORSO SERALE)","RMTD00751E","","VIA LUISA DI SAVOIA 14","","",""
"ROMA","ROMA","010","RMTE02701T  I. T. A. S. (GIA' I. T. F) ANGELO CELLI (SEZ. ASSOC. )","RMTE02701T","","VIA NOVARA N. 20","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS027004","RMIS027004",""
"ROMA","ROMA","010","RMTE027517  I. T. A. S. (GIA' I. T. F) ANGELO CELLI CORSO SERALE (CORSO SERALE)","RMTE027517","","VIA ASMARA N. 28","","",""
"ROMA","ROMA","010","RMRF02701R  IP PER SERV. SOCIALI LARGO DI VILLA PAGANINI 6 (SEZ. ASSOC. )","RMRF02701R","","LARGO DI VILLA PAGANINI N. 6","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS027004","RMIS027004",""
"ROMA","ROMA","010","RMIS027004  IST. D'ISTRUZ. SUPERIORE     I. S. VIA ASMARA 28","RMIS027004","","VIA ASMARA N. 28","","","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","010","RMIS00700V  IST. D'ISTRUZ. SUPERIORE     I. S. VIA LUISA DI SAVOIA 14","RMIS00700V","","VIA LUISA DI SAVOIA 14","","","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","010","RMIS03200G  IST. D'ISTRUZ. SUPERIORE     I. S. VIA SALVINI 24","RMIS03200G","","ROMA - VIA SALVINI 24","","","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","011","RMPC02601G  L. CLASSICO LUCILIO (SEZ. ASSOC. )","RMPC02601G","","VIA DEI SABELLI 86","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS026008","RMIS026008",""
"ROMA","ROMA","011","RMPS450013  L. SCIENTIFICO UMBERTO I - SEZIONE OSPEDALIERA (SEZ. ASSOC. )","RMPS450013","","VIA BENEVENTO 4","","",""
"ROMA","ROMA","012","RMPC200004  L. CLASSICO LC ARISTOFANE","RMPC200004","","VIA MONTE RESEGONE 3","","",""
"ROMA","ROMA","012","RMPC150008  L. CLASSICO LICEO GINNASIO STATALE ORAZIO","RMPC150008","","VIA SAVINIO 40","","",""
"ROMA","ROMA","012","RMPM12000L  IST. MAGISTRALE GIORDANO BRUNO","RMPM12000L","","VIA DELLA BUFALOTTA 594","","",""
"ROMA","ROMA","012","RMPS094019  L. SCIENTIFICO ARCHIMEDE (SEZ. ASSOC. )","RMPS094019","","VIA VAGLIA 10","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS09400V","RMIS09400V",""
"ROMA","ROMA","012","RMPS44000B  L. SCIENTIFICO NOMENTANO","RMPS44000B","","VIA DELLA BUFALOTTA 229","","",""
"ROMA","ROMA","012","RMTD65000G  I. T. COMM. E GEOM. I. T. C. G. CARLO MATTEUCCI","RMTD65000G","","VIA DELLE VIGNE NUOVE 262","","",""
"ROMA","ROMA","012","RMTD650501  I. T. COMMERCIALE ITCG MATTEUCCI SERALE (CORSO SERALE)","RMTD650501","","VIA DELLE VIGNE NUOVE 262","","",""
"ROMA","ROMA","012","RMTF09401B  I. T. INDUSTRIALE PACINOTTI (SEZ. ASSOC. )","RMTF09401B","","VIA MONTAIONE 15","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS09400V","RMIS09400V",""
"ROMA","ROMA","012","RMRC02301Q  I. P. S. COMM. E TURIS. F. CESI (SEZ. ASSOC. )","RMRC02301Q","","VIA SARANDI'11","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS02300R","RMIS02300R",""
"ROMA","ROMA","012","RMRI02301C  I. P. I. ARTIGIANATO SISTO V (SEZ. ASSOC. )","RMRI02301C","","VIA DELLA CECCHINA 20","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS02300R","RMIS02300R",""
"ROMA","ROMA","012","RMRI02350R  I. P. I. ARTIGIANATO SISTO V SERALE (CORSO SERALE)","RMRI02350R","","VIA DELLA CECCHINA 20","","",""
"ROMA","ROMA","012","RMSL023014  L. ARTISTICO LICEO ARTISTICO (SEZ. ASSOC. )","RMSL023014","","VIA DELLA CECCHINA 20 - VIA SARANDI' 11","SEZIONE ASSOCIATA AD ISTITUTO D'ISTRUZIONE SUPERIORE  RMIS02300R","RMIS02300R",""
